user_id,item_id,job_company,job_scope,rating,user_profile,interaction_type
267,107,HSBC Electronic Data Processing,Financial and Banking Services,2,Tech Enthusiast,view
268,143,Galaxy Aerospace,Manufacturing and Industrial Services,5,Tech Enthusiast,view
269,167,TM Research & Development,Technology and IT Services,5,Business Professional,click
272,42,Chemical Company of Malaysia,Manufacturing and Industrial Services,5,Business Professional,view
272,121,Agensi Nuklear,Manufacturing and Industrial Services,5,Business Professional,view
272,167,TM Research & Development,Technology and IT Services,1,Business Professional,view
272,153,City University College of Science and Technology,Education and Training,5,Business Professional,view
272,58,Malaysia Transformer Manufacturing,Manufacturing and Industrial Services,2,Business Professional,view
272,80,Malaysia Competition Commission,Consumer Services,3,Business Professional,click
273,87,Bank Negara,Financial and Banking Services,5,Healthcare Worker,view
273,150,Salutica Allied Solutions,Manufacturing and Industrial Services,2,Healthcare Worker,view
273,124,STRAND Aerospace,Manufacturing and Industrial Services,3,Healthcare Worker,view
274,127,Mechmar,Manufacturing and Industrial Services,4,Business Professional,view
277,144,SUPA,Technology and IT Services,2,Healthcare Worker,view
277,92,MTU Services (Malaysia),Construction and Real Estate,2,Healthcare Worker,view
277,162,Safetyware,Healthcare and Wellness,2,Healthcare Worker,favorite
279,24,Telekom Malaysia,Technology and IT Services,2,Business Professional,favorite
280,58,Malaysia Transformer Manufacturing,Manufacturing and Industrial Services,4,Tech Enthusiast,view
280,75,Elentec (Malaysia),Manufacturing and Industrial Services,1,Tech Enthusiast,view
287,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,4,Business Professional,favorite
287,0,Trapo (Malaysia),Manufacturing and Industrial Services,3,Business Professional,favorite
288,150,Salutica Allied Solutions,Manufacturing and Industrial Services,3,Tech Enthusiast,favorite
289,11,Guardian (Malaysia),Healthcare and Wellness,4,Healthcare Worker,view
289,152,Universal Music Group,Media and Entertainment,4,Healthcare Worker,favorite
289,93,Finisar (Malaysia),Manufacturing and Industrial Services,3,Healthcare Worker,view
292,166,NationGate Solution,Technology and IT Services,5,Healthcare Worker,favorite
293,54,Composites Technology Research Malaysia,Manufacturing and Industrial Services,2,Business Professional,view
294,146,11street,Retail and Consumer Services,1,Healthcare Worker,favorite
296,143,Galaxy Aerospace,Manufacturing and Industrial Services,4,Business Professional,view
296,118,Credit Guarantee,Financial and Banking Services,2,Business Professional,view
298,169,UMW Toyota,Manufacturing and Industrial Services,3,Healthcare Worker,view
298,143,Galaxy Aerospace,Manufacturing and Industrial Services,2,Healthcare Worker,view
300,118,Credit Guarantee,Financial and Banking Services,3,Tech Enthusiast,click
300,67,ASQ (Malaysia),Consumer Services,5,Tech Enthusiast,view
300,87,Bank Negara,Financial and Banking Services,1,Tech Enthusiast,favorite
301,63,Forest Research Institute Malaysia,Technology and IT Services,1,Healthcare Worker,view
303,38,Colony (Malaysia),Construction and Real Estate,1,Business Professional,view
304,15,Monash University Malaysia,Education and Training,1,Healthcare Worker,favorite
304,16,SilTerra Malaysia Sdn. Bhd.,Manufacturing and Industrial Services,1,Healthcare Worker,view
306,143,Galaxy Aerospace,Manufacturing and Industrial Services,5,Business Professional,click
307,57,AMG International (Malaysia),Retail and Consumer Services,5,Tech Enthusiast,view
307,86,ASTRO,Media and Entertainment,1,Tech Enthusiast,view
308,90,Malaysia University of Science and Technology,Education and Training,1,Business Professional,view
309,53,SVO Group (Malaysia),Retail and Consumer Services,2,Business Professional,view
309,71,Jabatan Kimia Malaysia,Consumer Services,3,Business Professional,click
310,159,Universal Traveller,Retail and Consumer Services,4,Business Professional,favorite
310,131,VGI Global,Consumer Services,1,Business Professional,view
310,102,Agrobank,Financial and Banking Services,2,Business Professional,click
311,16,SilTerra Malaysia Sdn. Bhd.,Manufacturing and Industrial Services,2,Business Professional,view
311,31,Delivery Hero (Malaysia),Consumer Services,5,Business Professional,click
311,62,Revenue Group (Malaysia),Financial and Banking Services,1,Business Professional,view
312,4,Jabatan Kerja Raya Malaysia,Consumer Services,1,Business Professional,view
312,85,Esri Malaysia,Technology and IT Services,5,Business Professional,view
312,16,SilTerra Malaysia Sdn. Bhd.,Manufacturing and Industrial Services,1,Business Professional,view
312,146,11street,Retail and Consumer Services,3,Business Professional,view
314,148,Hitachi eBworx,Financial and Banking Services,2,Business Professional,view
316,131,VGI Global,Consumer Services,3,Healthcare Worker,favorite
317,65,Fly Studio (Malaysia),Media and Entertainment,4,Healthcare Worker,favorite
320,63,Forest Research Institute Malaysia,Technology and IT Services,1,Business Professional,favorite
321,169,UMW Toyota,Manufacturing and Industrial Services,2,Tech Enthusiast,favorite
323,98,Vantage Point Consulting (Malaysia),Consumer Services,3,Tech Enthusiast,favorite
324,163,INTI International University & Colleges,Education and Training,5,Business Professional,view
324,132,Vettons,Retail and Consumer Services,3,Business Professional,favorite
325,102,Agrobank,Financial and Banking Services,3,Business Professional,view
326,121,Agensi Nuklear,Manufacturing and Industrial Services,4,Business Professional,view
326,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,3,Business Professional,favorite
329,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,3,Tech Enthusiast,click
332,26,University Malaysia Kelantan,Education and Training,2,Business Professional,view
333,48,Free Malaysia Today,Media and Entertainment,3,Tech Enthusiast,favorite
334,81,EDS (Malaysia),Technology and IT Services,3,Tech Enthusiast,view
334,157,SalesWorks,Consumer Services,5,Tech Enthusiast,view
335,108,Bank Muamalat,Financial and Banking Services,1,Healthcare Worker,favorite
335,65,Fly Studio (Malaysia),Media and Entertainment,1,Healthcare Worker,view
336,165,Universiti Tenaga Nasional,Education and Training,3,Business Professional,favorite
338,81,EDS (Malaysia),Technology and IT Services,5,Business Professional,view
338,128,Penfibre,Manufacturing and Industrial Services,3,Business Professional,view
338,89,Malaysia Building Society,Financial and Banking Services,5,Business Professional,view
340,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,1,Business Professional,favorite
341,100,7eleven,Retail and Consumer Services,4,Healthcare Worker,view
341,93,Finisar (Malaysia),Manufacturing and Industrial Services,4,Healthcare Worker,favorite
347,167,TM Research & Development,Technology and IT Services,4,Healthcare Worker,favorite
347,13,Infopro Malaysia,Financial and Banking Services,4,Healthcare Worker,click
348,34,Beacon Hospital Malaysia,Healthcare and Wellness,5,Tech Enthusiast,view
350,135,Tealive,Healthcare and Wellness,4,Business Professional,click
351,93,Finisar (Malaysia),Manufacturing and Industrial Services,5,Tech Enthusiast,favorite
352,153,City University College of Science and Technology,Education and Training,1,Healthcare Worker,view
354,100,7eleven,Retail and Consumer Services,4,Healthcare Worker,click
355,156,Fitness First Asia,Healthcare and Wellness,2,Tech Enthusiast,view
356,49,Courts (Malaysia),Retail and Consumer Services,4,Tech Enthusiast,view
358,32,MiCare (Malaysia),Healthcare and Wellness,5,Tech Enthusiast,view
359,164,Sepakat Setia Perunding,Consumer Services,1,Business Professional,view
359,10,IRIS (Malaysia),Financial and Banking Services,2,Business Professional,favorite
359,159,Universal Traveller,Retail and Consumer Services,1,Business Professional,favorite
360,160,Cardzone,Technology and IT Services,1,Business Professional,favorite
361,96,Rangkaian Hotel Seri Malaysia,Consumer Services,4,Business Professional,view
362,122,Lembaga Hasil Dalam Negeri,Consumer Services,2,Tech Enthusiast,view
363,88,Institute of Diplomacy and Foreign Relations Malaysia,Consumer Services,1,Healthcare Worker,favorite
363,99,J&T Express,Consumer Services,5,Healthcare Worker,favorite
364,7,Boost (Malaysia),Financial and Banking Services,5,Tech Enthusiast,view
365,139,Taylors Education Group,Education and Training,4,Healthcare Worker,view
365,160,Cardzone,Technology and IT Services,5,Healthcare Worker,favorite
365,27,Clinical Research Malaysia,Healthcare and Wellness,2,Healthcare Worker,view
366,131,VGI Global,Consumer Services,1,Business Professional,view
366,6,Lemon Sky Studios (Malaysia),Media and Entertainment,1,Business Professional,favorite
369,0,Trapo (Malaysia),Manufacturing and Industrial Services,4,Tech Enthusiast,view
370,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,4,Tech Enthusiast,view
373,1,INVOKE Solutions (Malaysia),Consumer Services,1,Tech Enthusiast,view
373,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,4,Tech Enthusiast,favorite
373,59,IAC (Malaysia),Consumer Services,4,Tech Enthusiast,view
374,91,Malaysia Milk,Retail and Consumer Services,2,Tech Enthusiast,view
375,119,Xepa-Soul Pattinson,Healthcare and Wellness,3,Business Professional,click
376,120,George Kent,Consumer Services,2,Business Professional,favorite
377,108,Bank Muamalat,Financial and Banking Services,4,Business Professional,view
380,97,CAS Malaysia,Technology and IT Services,2,Healthcare Worker,view
382,102,Agrobank,Financial and Banking Services,2,Tech Enthusiast,view
382,92,MTU Services (Malaysia),Construction and Real Estate,3,Tech Enthusiast,view
383,131,VGI Global,Consumer Services,5,Tech Enthusiast,view
384,144,SUPA,Technology and IT Services,1,Healthcare Worker,favorite
385,94,China Construction Development (Malaysia),Construction and Real Estate,1,Tech Enthusiast,click
386,49,Courts (Malaysia),Retail and Consumer Services,1,Tech Enthusiast,favorite
386,85,Esri Malaysia,Technology and IT Services,5,Tech Enthusiast,favorite
386,150,Salutica Allied Solutions,Manufacturing and Industrial Services,2,Tech Enthusiast,favorite
387,167,TM Research & Development,Technology and IT Services,5,Business Professional,favorite
388,157,SalesWorks,Consumer Services,1,Tech Enthusiast,favorite
390,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,4,Tech Enthusiast,view
390,105,Tele-Paper,Manufacturing and Industrial Services,2,Tech Enthusiast,favorite
392,79,DH SSC Malaysia,Technology and IT Services,1,Healthcare Worker,favorite
394,81,EDS (Malaysia),Technology and IT Services,4,Business Professional,view
394,143,Galaxy Aerospace,Manufacturing and Industrial Services,5,Business Professional,view
394,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,1,Business Professional,favorite
395,79,DH SSC Malaysia,Technology and IT Services,2,Business Professional,favorite
395,46,ASE Electronics Malaysia,Manufacturing and Industrial Services,1,Business Professional,view
395,127,Mechmar,Manufacturing and Industrial Services,5,Business Professional,view
396,1,INVOKE Solutions (Malaysia),Consumer Services,1,Healthcare Worker,favorite
396,127,Mechmar,Manufacturing and Industrial Services,5,Healthcare Worker,favorite
396,99,J&T Express,Consumer Services,4,Healthcare Worker,favorite
396,34,Beacon Hospital Malaysia,Healthcare and Wellness,4,Healthcare Worker,favorite
398,99,J&T Express,Consumer Services,4,Tech Enthusiast,click
399,123,Maqo,Manufacturing and Industrial Services,5,Healthcare Worker,favorite
400,110,MRANTI,Technology and IT Services,3,Tech Enthusiast,favorite
400,28,Malaysia Debt Ventures,Financial and Banking Services,5,Tech Enthusiast,favorite
400,147,BRAND'S Suntory,Manufacturing and Industrial Services,5,Tech Enthusiast,view
402,82,Aerospace Composites Malaysia,Manufacturing and Industrial Services,2,Healthcare Worker,view
402,137,Troopers Innovation,Technology and IT Services,1,Healthcare Worker,view
403,143,Galaxy Aerospace,Manufacturing and Industrial Services,3,Tech Enthusiast,view
404,71,Jabatan Kimia Malaysia,Consumer Services,1,Healthcare Worker,click
406,120,George Kent,Consumer Services,4,Tech Enthusiast,favorite
406,63,Forest Research Institute Malaysia,Technology and IT Services,2,Tech Enthusiast,click
409,4,Jabatan Kerja Raya Malaysia,Consumer Services,2,Tech Enthusiast,favorite
411,75,Elentec (Malaysia),Manufacturing and Industrial Services,3,Tech Enthusiast,favorite
412,112,The Edge Markets,Media and Entertainment,4,Business Professional,view
412,11,Guardian (Malaysia),Healthcare and Wellness,4,Business Professional,view
412,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,1,Business Professional,view
413,135,Tealive,Healthcare and Wellness,1,Business Professional,view
414,93,Finisar (Malaysia),Manufacturing and Industrial Services,3,Tech Enthusiast,view
415,83,Malaysia Digital Economy,Retail and Consumer Services,3,Tech Enthusiast,view
416,151,Parkson,Retail and Consumer Services,2,Healthcare Worker,click
417,10,IRIS (Malaysia),Financial and Banking Services,3,Business Professional,click
417,62,Revenue Group (Malaysia),Financial and Banking Services,4,Business Professional,favorite
419,106,Marigold,Manufacturing and Industrial Services,2,Business Professional,favorite
420,172,Esther Ong Tengku Saiful & Sree,Consumer Services,2,Tech Enthusiast,view
420,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,2,Tech Enthusiast,click
421,72,Malaysia LNG,Manufacturing and Industrial Services,3,Business Professional,favorite
422,152,Universal Music Group,Media and Entertainment,5,Healthcare Worker,view
423,137,Troopers Innovation,Technology and IT Services,3,Tech Enthusiast,view
424,42,Chemical Company of Malaysia,Manufacturing and Industrial Services,5,Business Professional,view
425,110,MRANTI,Technology and IT Services,5,Business Professional,view
426,1,INVOKE Solutions (Malaysia),Consumer Services,2,Healthcare Worker,click
426,0,Trapo (Malaysia),Manufacturing and Industrial Services,1,Healthcare Worker,view
427,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,4,Healthcare Worker,view
427,106,Marigold,Manufacturing and Industrial Services,3,Healthcare Worker,view
429,150,Salutica Allied Solutions,Manufacturing and Industrial Services,3,Business Professional,view
432,170,iMoney Group,Financial and Banking Services,4,Healthcare Worker,favorite
433,35,Early Autism Project (Malaysia),Healthcare and Wellness,2,Healthcare Worker,favorite
434,166,NationGate Solution,Technology and IT Services,1,Business Professional,click
435,79,DH SSC Malaysia,Technology and IT Services,1,Business Professional,favorite
438,117,Bank Pembangunan,Financial and Banking Services,1,Business Professional,click
439,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,3,Tech Enthusiast,favorite
439,127,Mechmar,Manufacturing and Industrial Services,1,Tech Enthusiast,view
439,121,Agensi Nuklear,Manufacturing and Industrial Services,5,Tech Enthusiast,favorite
440,11,Guardian (Malaysia),Healthcare and Wellness,3,Business Professional,view
440,28,Malaysia Debt Ventures,Financial and Banking Services,5,Business Professional,favorite
440,147,BRAND'S Suntory,Manufacturing and Industrial Services,1,Business Professional,click
441,94,China Construction Development (Malaysia),Construction and Real Estate,2,Healthcare Worker,favorite
441,106,Marigold,Manufacturing and Industrial Services,1,Healthcare Worker,favorite
441,62,Revenue Group (Malaysia),Financial and Banking Services,2,Healthcare Worker,view
442,43,Hanwha Q Cells Malaysia,Manufacturing and Industrial Services,2,Business Professional,favorite
443,14,Prasarana Malaysia Berhad,Consumer Services,5,Business Professional,click
445,81,EDS (Malaysia),Technology and IT Services,4,Tech Enthusiast,view
445,79,DH SSC Malaysia,Technology and IT Services,5,Tech Enthusiast,view
446,123,Maqo,Manufacturing and Industrial Services,5,Tech Enthusiast,favorite
446,124,STRAND Aerospace,Manufacturing and Industrial Services,1,Tech Enthusiast,view
446,111,ELMLAB,Technology and IT Services,2,Tech Enthusiast,click
446,127,Mechmar,Manufacturing and Industrial Services,2,Tech Enthusiast,view
449,121,Agensi Nuklear,Manufacturing and Industrial Services,5,Tech Enthusiast,view
450,0,Trapo (Malaysia),Manufacturing and Industrial Services,1,Tech Enthusiast,view
451,27,Clinical Research Malaysia,Healthcare and Wellness,1,Business Professional,view
453,86,ASTRO,Media and Entertainment,2,Business Professional,click
453,105,Tele-Paper,Manufacturing and Industrial Services,5,Business Professional,view
454,147,BRAND'S Suntory,Manufacturing and Industrial Services,5,Tech Enthusiast,view
455,87,Bank Negara,Financial and Banking Services,5,Healthcare Worker,favorite
459,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,3,Healthcare Worker,click
460,21,Setel (Malaysia),Financial and Banking Services,4,Healthcare Worker,click
461,30,Department of Statistics Malaysia,Consumer Services,4,Business Professional,view
461,104,2X,Technology and IT Services,4,Business Professional,view
462,78,Kolej MDIS Malaysia,Education and Training,4,Business Professional,favorite
463,0,Trapo (Malaysia),Manufacturing and Industrial Services,4,Healthcare Worker,view
464,118,Credit Guarantee,Financial and Banking Services,5,Business Professional,favorite
464,146,11street,Retail and Consumer Services,4,Business Professional,favorite
465,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,4,Tech Enthusiast,view
465,29,Asian Secrets (Malaysia),Retail and Consumer Services,3,Tech Enthusiast,view
466,144,SUPA,Technology and IT Services,3,Tech Enthusiast,click
467,106,Marigold,Manufacturing and Industrial Services,5,Healthcare Worker,favorite
467,110,MRANTI,Technology and IT Services,2,Healthcare Worker,click
468,120,George Kent,Consumer Services,1,Tech Enthusiast,favorite
468,128,Penfibre,Manufacturing and Industrial Services,2,Tech Enthusiast,view
468,30,Department of Statistics Malaysia,Consumer Services,3,Tech Enthusiast,favorite
469,10,IRIS (Malaysia),Financial and Banking Services,1,Tech Enthusiast,favorite
470,124,STRAND Aerospace,Manufacturing and Industrial Services,2,Healthcare Worker,favorite
472,128,Penfibre,Manufacturing and Industrial Services,3,Tech Enthusiast,view
473,89,Malaysia Building Society,Financial and Banking Services,1,Tech Enthusiast,favorite
473,3,Hong Leong Malaysia,Financial and Banking Services,1,Tech Enthusiast,favorite
475,167,TM Research & Development,Technology and IT Services,3,Tech Enthusiast,view
476,33,Henry Butcher Malaysia,Construction and Real Estate,4,Healthcare Worker,favorite
477,30,Department of Statistics Malaysia,Consumer Services,2,Healthcare Worker,view
478,34,Beacon Hospital Malaysia,Healthcare and Wellness,4,Business Professional,favorite
478,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,5,Business Professional,view
482,139,Taylors Education Group,Education and Training,4,Business Professional,click
484,87,Bank Negara,Financial and Banking Services,4,Tech Enthusiast,favorite
486,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,2,Business Professional,view
486,115,Payments Network,Financial and Banking Services,4,Business Professional,favorite
486,169,UMW Toyota,Manufacturing and Industrial Services,1,Business Professional,view
487,78,Kolej MDIS Malaysia,Education and Training,3,Business Professional,view
487,79,DH SSC Malaysia,Technology and IT Services,4,Business Professional,view
488,80,Malaysia Competition Commission,Consumer Services,5,Healthcare Worker,favorite
489,42,Chemical Company of Malaysia,Manufacturing and Industrial Services,2,Healthcare Worker,click
489,131,VGI Global,Consumer Services,4,Healthcare Worker,view
489,82,Aerospace Composites Malaysia,Manufacturing and Industrial Services,3,Healthcare Worker,view
489,171,CUCKOO International,Retail and Consumer Services,5,Healthcare Worker,favorite
489,128,Penfibre,Manufacturing and Industrial Services,1,Healthcare Worker,favorite
491,67,ASQ (Malaysia),Consumer Services,5,Healthcare Worker,favorite
491,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,3,Healthcare Worker,view
492,59,IAC (Malaysia),Consumer Services,1,Business Professional,favorite
492,82,Aerospace Composites Malaysia,Manufacturing and Industrial Services,2,Business Professional,view
492,124,STRAND Aerospace,Manufacturing and Industrial Services,5,Business Professional,favorite
492,151,Parkson,Retail and Consumer Services,2,Business Professional,favorite
493,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,5,Business Professional,favorite
495,38,Colony (Malaysia),Construction and Real Estate,2,Healthcare Worker,click
495,147,BRAND'S Suntory,Manufacturing and Industrial Services,2,Healthcare Worker,favorite
498,73,Alliance Steel (Malaysia),Manufacturing and Industrial Services,5,Tech Enthusiast,view
498,8,Teach For Malaysia,Education and Training,3,Tech Enthusiast,view
498,166,NationGate Solution,Technology and IT Services,4,Tech Enthusiast,view
500,115,Payments Network,Financial and Banking Services,2,Healthcare Worker,click
501,105,Tele-Paper,Manufacturing and Industrial Services,1,Healthcare Worker,favorite
501,35,Early Autism Project (Malaysia),Healthcare and Wellness,2,Healthcare Worker,view
504,107,HSBC Electronic Data Processing,Financial and Banking Services,5,Healthcare Worker,favorite
505,98,Vantage Point Consulting (Malaysia),Consumer Services,1,Tech Enthusiast,favorite
506,14,Prasarana Malaysia Berhad,Consumer Services,2,Business Professional,view
507,106,Marigold,Manufacturing and Industrial Services,5,Tech Enthusiast,view
507,149,Genting,Consumer Services,2,Tech Enthusiast,view
509,75,Elentec (Malaysia),Manufacturing and Industrial Services,5,Business Professional,view
509,121,Agensi Nuklear,Manufacturing and Industrial Services,3,Business Professional,click
509,134,Naga DDB Tribal,Consumer Services,5,Business Professional,click
510,23,Great Eastern Malaysia,Financial and Banking Services,5,Tech Enthusiast,view
511,24,Telekom Malaysia,Technology and IT Services,1,Healthcare Worker,favorite
512,64,University Malaysia of Computer Science & Engineering,Education and Training,1,Business Professional,view
512,140,Meta Research,Technology and IT Services,2,Business Professional,click
513,46,ASE Electronics Malaysia,Manufacturing and Industrial Services,5,Healthcare Worker,view
515,110,MRANTI,Technology and IT Services,5,Tech Enthusiast,view
515,112,The Edge Markets,Media and Entertainment,2,Tech Enthusiast,view
516,142,IHH Healthcare,Healthcare and Wellness,2,Business Professional,click
517,16,SilTerra Malaysia Sdn. Bhd.,Manufacturing and Industrial Services,2,Healthcare Worker,click
517,21,Setel (Malaysia),Financial and Banking Services,4,Healthcare Worker,view
518,156,Fitness First Asia,Healthcare and Wellness,5,Healthcare Worker,view
520,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,5,Tech Enthusiast,favorite
521,106,Marigold,Manufacturing and Industrial Services,5,Business Professional,view
521,73,Alliance Steel (Malaysia),Manufacturing and Industrial Services,3,Business Professional,view
521,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,5,Business Professional,view
523,90,Malaysia University of Science and Technology,Education and Training,2,Healthcare Worker,view
525,133,OCIM,Manufacturing and Industrial Services,5,Business Professional,view
525,51,ABC (Malaysia),Media and Entertainment,5,Business Professional,view
527,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,5,Business Professional,favorite
527,77,Swift Energy (Malaysia),Manufacturing and Industrial Services,5,Business Professional,view
527,7,Boost (Malaysia),Financial and Banking Services,2,Business Professional,favorite
528,133,OCIM,Manufacturing and Industrial Services,2,Business Professional,view
529,89,Malaysia Building Society,Financial and Banking Services,1,Tech Enthusiast,click
529,1,INVOKE Solutions (Malaysia),Consumer Services,2,Tech Enthusiast,click
531,141,Jobstreet.com,Education and Training,3,Healthcare Worker,favorite
533,36,Cempaka Schools Malaysia,Education and Training,1,Healthcare Worker,view
534,161,DPO International,Healthcare and Wellness,2,Healthcare Worker,view
534,158,Novugen,Healthcare and Wellness,5,Healthcare Worker,view
535,76,IBM Global Delivery Centre (Malaysia),Technology and IT Services,1,Business Professional,favorite
536,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,4,Tech Enthusiast,favorite
537,153,City University College of Science and Technology,Education and Training,5,Business Professional,favorite
539,137,Troopers Innovation,Technology and IT Services,3,Tech Enthusiast,favorite
541,95,Human Resources Development Fund Malaysia,Consumer Services,5,Business Professional,favorite
542,168,BigPay,Financial and Banking Services,1,Business Professional,view
543,73,Alliance Steel (Malaysia),Manufacturing and Industrial Services,2,Healthcare Worker,favorite
543,144,SUPA,Technology and IT Services,1,Healthcare Worker,view
545,16,SilTerra Malaysia Sdn. Bhd.,Manufacturing and Industrial Services,1,Business Professional,view
547,106,Marigold,Manufacturing and Industrial Services,2,Healthcare Worker,favorite
547,109,PappaRich,Healthcare and Wellness,4,Healthcare Worker,view
549,166,NationGate Solution,Technology and IT Services,4,Tech Enthusiast,view
550,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,3,Tech Enthusiast,favorite
552,128,Penfibre,Manufacturing and Industrial Services,1,Business Professional,favorite
552,17,Aspiro (Malaysia),Financial and Banking Services,5,Business Professional,view
553,5,Sun Pharmaceutical (Malaysia),Healthcare and Wellness,3,Business Professional,view
554,157,SalesWorks,Consumer Services,2,Business Professional,favorite
554,146,11street,Retail and Consumer Services,4,Business Professional,click
555,62,Revenue Group (Malaysia),Financial and Banking Services,2,Healthcare Worker,click
556,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,3,Business Professional,view
556,70,Inland Revenue Board Of Malaysia,Consumer Services,1,Business Professional,view
556,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,1,Business Professional,view
556,125,HICOM Automotive Manufacturers,Manufacturing and Industrial Services,4,Business Professional,favorite
558,98,Vantage Point Consulting (Malaysia),Consumer Services,2,Healthcare Worker,view
558,71,Jabatan Kimia Malaysia,Consumer Services,4,Healthcare Worker,favorite
558,75,Elentec (Malaysia),Manufacturing and Industrial Services,2,Healthcare Worker,view
558,16,SilTerra Malaysia Sdn. Bhd.,Manufacturing and Industrial Services,4,Healthcare Worker,favorite
558,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,3,Healthcare Worker,view
558,144,SUPA,Technology and IT Services,3,Healthcare Worker,view
559,116,P1,Technology and IT Services,3,Business Professional,view
559,111,ELMLAB,Technology and IT Services,2,Business Professional,view
562,84,City University Malaysia,Education and Training,4,Healthcare Worker,favorite
562,116,P1,Technology and IT Services,4,Healthcare Worker,click
562,13,Infopro Malaysia,Financial and Banking Services,5,Healthcare Worker,favorite
563,68,Jabatan Kastam Diraja Malaysia,Consumer Services,4,Tech Enthusiast,view
564,28,Malaysia Debt Ventures,Financial and Banking Services,4,Tech Enthusiast,click
564,60,MYSense (Malaysia),Technology and IT Services,2,Tech Enthusiast,favorite
566,132,Vettons,Retail and Consumer Services,2,Tech Enthusiast,view
566,142,IHH Healthcare,Healthcare and Wellness,4,Tech Enthusiast,favorite
566,13,Infopro Malaysia,Financial and Banking Services,1,Tech Enthusiast,favorite
569,66,Academy of Sciences Malaysia,Technology and IT Services,2,Healthcare Worker,view
569,162,Safetyware,Healthcare and Wellness,4,Healthcare Worker,view
571,114,TalentCorp,Consumer Services,4,Healthcare Worker,view
571,136,BRANDTHINK Asia,Consumer Services,1,Healthcare Worker,favorite
572,146,11street,Retail and Consumer Services,4,Tech Enthusiast,view
574,82,Aerospace Composites Malaysia,Manufacturing and Industrial Services,5,Tech Enthusiast,favorite
576,143,Galaxy Aerospace,Manufacturing and Industrial Services,4,Healthcare Worker,view
577,143,Galaxy Aerospace,Manufacturing and Industrial Services,2,Tech Enthusiast,view
577,8,Teach For Malaysia,Education and Training,1,Tech Enthusiast,view
578,47,Panasonic Appliances Air-Conditioning Malaysia,Manufacturing and Industrial Services,5,Healthcare Worker,view
578,172,Esther Ong Tengku Saiful & Sree,Consumer Services,1,Healthcare Worker,view
578,17,Aspiro (Malaysia),Financial and Banking Services,5,Healthcare Worker,view
579,159,Universal Traveller,Retail and Consumer Services,1,Healthcare Worker,favorite
580,1,INVOKE Solutions (Malaysia),Consumer Services,2,Tech Enthusiast,view
581,53,SVO Group (Malaysia),Retail and Consumer Services,1,Business Professional,click
584,164,Sepakat Setia Perunding,Consumer Services,5,Business Professional,favorite
585,29,Asian Secrets (Malaysia),Retail and Consumer Services,1,Tech Enthusiast,favorite
587,19,Kementerian Kesihatan Malaysia,Healthcare and Wellness,2,Business Professional,view
588,60,MYSense (Malaysia),Technology and IT Services,3,Healthcare Worker,favorite
589,143,Galaxy Aerospace,Manufacturing and Industrial Services,3,Business Professional,click
589,40,Nippon Paint (Malaysia),Manufacturing and Industrial Services,3,Business Professional,view
590,55,Universiti Teknikal Malaysia Melaka,Education and Training,5,Tech Enthusiast,view
590,100,7eleven,Retail and Consumer Services,3,Tech Enthusiast,favorite
591,153,City University College of Science and Technology,Education and Training,5,Tech Enthusiast,view
593,151,Parkson,Retail and Consumer Services,4,Tech Enthusiast,favorite
593,42,Chemical Company of Malaysia,Manufacturing and Industrial Services,2,Tech Enthusiast,favorite
594,21,Setel (Malaysia),Financial and Banking Services,5,Business Professional,click
594,46,ASE Electronics Malaysia,Manufacturing and Industrial Services,1,Business Professional,favorite
595,30,Department of Statistics Malaysia,Consumer Services,4,Business Professional,favorite
596,90,Malaysia University of Science and Technology,Education and Training,3,Business Professional,click
597,106,Marigold,Manufacturing and Industrial Services,4,Healthcare Worker,view
600,119,Xepa-Soul Pattinson,Healthcare and Wellness,1,Tech Enthusiast,view
601,58,Malaysia Transformer Manufacturing,Manufacturing and Industrial Services,3,Healthcare Worker,favorite
